title,cast,genres,combined
upside down,Kirsten Dunst Jim Sturgess Timothy Spall James Kidnie Heidi Hawkins,Romance Science Fiction Drama Fantasy,Romance Science Fiction Drama Fantasy Kirsten Dunst Jim Sturgess Timothy Spall James Kidnie Heidi Hawkins
"batman: the dark knight returns, part 1",Peter Weller Ariel Winter David Selby Wade Williams Michael McKean,Action Animation,Action Animation Peter Weller Ariel Winter David Selby Wade Williams Michael McKean
the lorax,Zac Efron Danny DeVito Taylor Swift Ed Helms Rob Riggle,Animation Family,Animation Family Zac Efron Danny DeVito Taylor Swift Ed Helms Rob Riggle
moonrise kingdom,Bruce Willis Edward Norton Jared Gilman Kara Hayward Bill Murray,Comedy Drama Romance,Comedy Drama Romance Bruce Willis Edward Norton Jared Gilman Kara Hayward Bill Murray
starship troopers: invasion,Luci Christian Justin Doran David Matranga David Wald Emily Neves,Animation Action Science Fiction,Animation Action Science Fiction Luci Christian Justin Doran David Matranga David Wald Emily Neves
dredd,Karl Urban Olivia Thirlby Lena Headey Wood Harris Jason Cope,Action Science Fiction,Action Science Fiction Karl Urban Olivia Thirlby Lena Headey Wood Harris Jason Cope
battleship,Taylor Kitsch Alexander SkarsgÃ¥rd Rihanna Brooklyn Decker Tadanobu Asano,Thriller Action Adventure Science Fiction,Thriller Action Adventure Science Fiction Taylor Kitsch Alexander SkarsgÃ¥rd Rihanna Brooklyn Decker Tadanobu Asano
lol,Miley Cyrus Demi Moore Douglas Booth Ashley Greene Ashley Hinshaw,Drama Comedy Romance,Drama Comedy Romance Miley Cyrus Demi Moore Douglas Booth Ashley Greene Ashley Hinshaw
secret of the wings,Mae Whitman Lucy Hale Timothy Dalton Jeff Bennett Lucy Liu,Animation Family Fantasy Adventure,Animation Family Fantasy Adventure Mae Whitman Lucy Hale Timothy Dalton Jeff Bennett Lucy Liu
this means war,Reese Witherspoon Chris Pine Tom Hardy Laura Vandervoort Angela Bassett,Action Comedy Romance,Action Comedy Romance Reese Witherspoon Chris Pine Tom Hardy Laura Vandervoort Angela Bassett
les misã©rables,Hugh Jackman Russell Crowe Anne Hathaway Amanda Seyfried Sacha Baron Cohen,Drama Music Romance,Drama Music Romance Hugh Jackman Russell Crowe Anne Hathaway Amanda Seyfried Sacha Baron Cohen
mirror mirror,Julia Roberts Lily Collins Armie Hammer Nathan Lane Martin Klebba,Adventure Fantasy Drama Comedy Science Fiction,Adventure Fantasy Drama Comedy Science Fiction Julia Roberts Lily Collins Armie Hammer Nathan Lane Martin Klebba
john carter,Taylor Kitsch Lynn Collins Mark Strong Willem Dafoe CiarÃ¡n Hinds,Action Adventure Fantasy Science Fiction,Action Adventure Fantasy Science Fiction Taylor Kitsch Lynn Collins Mark Strong Willem Dafoe CiarÃ¡n Hinds
looper,Joseph Gordon-Levitt Bruce Willis Emily Blunt Paul Dano Noah Segan,Action Thriller Science Fiction,Action Thriller Science Fiction Joseph Gordon-Levitt Bruce Willis Emily Blunt Paul Dano Noah Segan
the twilight saga: breaking dawn - part 2,Kristen Stewart Robert Pattinson Taylor Lautner Peter Facinelli Elizabeth Reaser,Adventure Fantasy Drama Romance,Adventure Fantasy Drama Romance Kristen Stewart Robert Pattinson Taylor Lautner Peter Facinelli Elizabeth Reaser
zero dark thirty,Jessica Chastain Jason Clarke Mark Strong Joel Edgerton Chris Pratt,Thriller Drama History,Thriller Drama History Jessica Chastain Jason Clarke Mark Strong Joel Edgerton Chris Pratt
haywire,Gina Carano Ewan McGregor Michael Fassbender Bill Paxton Channing Tatum,Thriller,Thriller Gina Carano Ewan McGregor Michael Fassbender Bill Paxton Channing Tatum
wrath of the titans,Sam Worthington Liam Neeson Ralph Fiennes Rosamund Pike Edgar RamÃ­rez,Adventure,Adventure Sam Worthington Liam Neeson Ralph Fiennes Rosamund Pike Edgar RamÃ­rez
step up revolution,Kathryn McCormick Ryan Guzman Stephen Boss Megan Boone Jessica Guadix,Music Drama Romance,Music Drama Romance Kathryn McCormick Ryan Guzman Stephen Boss Megan Boone Jessica Guadix
chronicle,Dane DeHaan Alex Russell Michael B. Jordan Michael Kelly Anna Wood,Science Fiction Drama Thriller,Science Fiction Drama Thriller Dane DeHaan Alex Russell Michael B. Jordan Michael Kelly Anna Wood
act of valor,Roselyn SÃ¡nchez Emilio Rivera Nestor Serrano Gonzalo Menendez Alexander Asefa,Action Thriller War,Action Thriller War Roselyn SÃ¡nchez Emilio Rivera Nestor Serrano Gonzalo Menendez Alexander Asefa
hotel transylvania,Adam Sandler Steve Buscemi David Spade Kevin James Selena Gomez,Animation Comedy Family Fantasy,Animation Comedy Family Fantasy Adam Sandler Steve Buscemi David Spade Kevin James Selena Gomez
sinister,Ethan Hawke Vincent D'Onofrio James Ransone Fred Dalton Thompson Clare Foley,Horror Thriller Mystery,Horror Thriller Mystery Ethan Hawke Vincent D'Onofrio James Ransone Fred Dalton Thompson Clare Foley
here comes the boom,Salma Hayek Kevin James Henry Winkler Joe Rogan Reggie Lee,Action Comedy,Action Comedy Salma Hayek Kevin James Henry Winkler Joe Rogan Reggie Lee
end of watch,Jake Gyllenhaal Michael PeÃ±a Natalie Martinez Anna Kendrick David Harbour,Crime Drama Thriller,Crime Drama Thriller Jake Gyllenhaal Michael PeÃ±a Natalie Martinez Anna Kendrick David Harbour
anna karenina,Keira Knightley Jude Law Aaron Taylor-Johnson Kelly Macdonald Matthew Macfadyen,Drama Romance,Drama Romance Keira Knightley Jude Law Aaron Taylor-Johnson Kelly Macdonald Matthew Macfadyen
lincoln,Daniel Day-Lewis Sally Field David Strathairn Joseph Gordon-Levitt James Spader,Drama War,Drama War Daniel Day-Lewis Sally Field David Strathairn Joseph Gordon-Levitt James Spader
what to expect when you're expecting,Cameron Diaz Jennifer Lopez Elizabeth Banks Anna Kendrick Brooklyn Decker,Romance Comedy Drama,Romance Comedy Drama Cameron Diaz Jennifer Lopez Elizabeth Banks Anna Kendrick Brooklyn Decker
the dictator,Sacha Baron Cohen Sayed Badreya Aasif Mandvi Megan Fox Anna Faris,Comedy,Comedy Sacha Baron Cohen Sayed Badreya Aasif Mandvi Megan Fox Anna Faris
iron sky,Julia Dietze Christopher Kirby GÃ¶tz Otto Udo Kier Stephanie Paul,Action Comedy Science Fiction,Action Comedy Science Fiction Julia Dietze Christopher Kirby GÃ¶tz Otto Udo Kier Stephanie Paul
the lucky one,Zac Efron Blythe Danner Taylor Schilling Jay R. Ferguson Riley Thomas Stewart,Drama Romance,Drama Romance Zac Efron Blythe Danner Taylor Schilling Jay R. Ferguson Riley Thomas Stewart
project x,Oliver Cooper Jonathan Daniel Brown Thomas Mann Dax Flame Kirby Bliss Blanton,Comedy Crime,Comedy Crime Oliver Cooper Jonathan Daniel Brown Thomas Mann Dax Flame Kirby Bliss Blanton
contraband,Mark Wahlberg Kate Beckinsale Ben Foster Giovanni Ribisi J.K. Simmons,Thriller Action Drama Crime,Thriller Action Drama Crime Mark Wahlberg Kate Beckinsale Ben Foster Giovanni Ribisi J.K. Simmons
stuck in love,Greg Kinnear Logan Lerman Lily Collins Jennifer Connelly Kristen Bell,Drama Comedy,Drama Comedy Greg Kinnear Logan Lerman Lily Collins Jennifer Connelly Kristen Bell
madagascar 3: europe's most wanted,Ben Stiller Sacha Baron Cohen David Schwimmer Frances McDormand Chris Rock,Animation Family,Animation Family Ben Stiller Sacha Baron Cohen David Schwimmer Frances McDormand Chris Rock
paperman,John Kahrs Kari Wahlgren Jeff Turley Jack Goldenberg,Animation Family Romance,Animation Family Romance John Kahrs Kari Wahlgren Jeff Turley Jack Goldenberg
lawless,Shia LaBeouf Tom Hardy Guy Pearce Jessica Chastain Mia Wasikowska,Crime Drama,Crime Drama Shia LaBeouf Tom Hardy Guy Pearce Jessica Chastain Mia Wasikowska
gone,Amanda Seyfried Jennifer Carpenter Daniel Sunjata Emily Wickersham Sebastian Stan,Drama Thriller,Drama Thriller Amanda Seyfried Jennifer Carpenter Daniel Sunjata Emily Wickersham Sebastian Stan
the raven,John Cusack Luke Evans Alice Eve Brendan Gleeson Kevin McNally,Thriller,Thriller John Cusack Luke Evans Alice Eve Brendan Gleeson Kevin McNally
rock of ages,Tom Cruise Alec Baldwin Diego Boneta Julianne Hough Bryan Cranston,Comedy Drama Music Romance,Comedy Drama Music Romance Tom Cruise Alec Baldwin Diego Boneta Julianne Hough Bryan Cranston
stolen,Nicolas Cage Malin Ã…kerman Josh Lucas Sami Gayle Danny Huston,Action Crime Drama Thriller,Action Crime Drama Thriller Nicolas Cage Malin Ã…kerman Josh Lucas Sami Gayle Danny Huston
gambit,Colin Firth Tom Courtenay Alan Rickman Stanley Tucci Cameron Diaz,Comedy Crime,Comedy Crime Colin Firth Tom Courtenay Alan Rickman Stanley Tucci Cameron Diaz
chasing mavericks,Gerard Butler Jonny Weston Elisabeth Shue Abigail Spencer Leven Rambin,Drama,Drama Gerard Butler Jonny Weston Elisabeth Shue Abigail Spencer Leven Rambin
the watch,Ben Stiller Vince Vaughn Jonah Hill Richard Ayoade Rosemarie DeWitt,Comedy,Comedy Ben Stiller Vince Vaughn Jonah Hill Richard Ayoade Rosemarie DeWitt
the pirates! in an adventure with scientists!,Hugh Grant Brendan Gleeson Jeremy Piven Brian Blessed Salma Hayek,Animation Adventure Family Comedy,Animation Adventure Family Comedy Hugh Grant Brendan Gleeson Jeremy Piven Brian Blessed Salma Hayek
the master,Joaquin Phoenix Philip Seymour Hoffman Amy Adams Laura Dern Jesse Plemons,Drama,Drama Joaquin Phoenix Philip Seymour Hoffman Amy Adams Laura Dern Jesse Plemons
the factory,John Cusack Jennifer Carpenter Mae Whitman Dallas Roberts Sonya Walger,Crime Thriller Mystery,Crime Thriller Mystery John Cusack Jennifer Carpenter Mae Whitman Dallas Roberts Sonya Walger
the five-year engagement,Emily Blunt Alison Brie Jason Segel Rhys Ifans Chris Pratt,Comedy,Comedy Emily Blunt Alison Brie Jason Segel Rhys Ifans Chris Pratt
this is 40,Paul Rudd Leslie Mann Jason Segel Maude Apatow Megan Fox,Comedy,Comedy Paul Rudd Leslie Mann Jason Segel Maude Apatow Megan Fox
lockout,Guy Pearce Maggie Grace Joseph Gilgun Lennie James Peter Stormare,Action Thriller Science Fiction,Action Thriller Science Fiction Guy Pearce Maggie Grace Joseph Gilgun Lennie James Peter Stormare
wanderlust,Paul Rudd Jennifer Aniston Justin Theroux Malin Ã…kerman Lauren Ambrose,Comedy,Comedy Paul Rudd Jennifer Aniston Justin Theroux Malin Ã…kerman Lauren Ambrose
the woman in black,Daniel Radcliffe CiarÃ¡n Hinds Sidney Johnston Alisa Khazanova Mary Stockley,Drama Horror Thriller,Drama Horror Thriller Daniel Radcliffe CiarÃ¡n Hinds Sidney Johnston Alisa Khazanova Mary Stockley
frankenweenie,Charlie Tahan Winona Ryder Catherine O'Hara Martin Short Martin Landau,Animation Comedy Family,Animation Comedy Family Charlie Tahan Winona Ryder Catherine O'Hara Martin Short Martin Landau
that's my boy,Adam Sandler Susan Sarandon Eva Amurri Martino Leighton Meester Andy Samberg,Comedy,Comedy Adam Sandler Susan Sarandon Eva Amurri Martino Leighton Meester Andy Samberg
safe house,Denzel Washington Ryan Reynolds Vera Farmiga Joel Kinnaman Brendan Gleeson,Action Thriller Crime Mystery,Action Thriller Crime Mystery Denzel Washington Ryan Reynolds Vera Farmiga Joel Kinnaman Brendan Gleeson
savages,Blake Lively Taylor Kitsch Aaron Taylor-Johnson Benicio del Toro Salma Hayek,Crime Drama Thriller,Crime Drama Thriller Blake Lively Taylor Kitsch Aaron Taylor-Johnson Benicio del Toro Salma Hayek
get the gringo,Mel Gibson Peter Stormare Dean Norris Bob Gunton Kevin Hernandez,Action Thriller Crime Drama,Action Thriller Crime Drama Mel Gibson Peter Stormare Dean Norris Bob Gunton Kevin Hernandez
